2023-03-05 17:55:06,643 INFO    StreamThr :249628 [internal.py:wandb_internal():87] W&B internal server running at pid: 249628, started at: 2023-03-05 17:55:06.642514
2023-03-05 17:55:06,645 DEBUG   HandlerThread:249628 [handler.py:handle_request():144] handle_request: status
2023-03-05 17:55:06,650 INFO    WriterThread:249628 [datastore.py:open_for_write():85] open: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_175506-e29c4qie/run-e29c4qie.wandb
2023-03-05 17:55:06,651 DEBUG   SenderThread:249628 [sender.py:send():336] send: header
2023-03-05 17:55:06,657 DEBUG   SenderThread:249628 [sender.py:send():336] send: run
2023-03-05 17:55:06,921 INFO    SenderThread:249628 [dir_watcher.py:__init__():216] watching files in: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_175506-e29c4qie/files
2023-03-05 17:55:06,921 INFO    SenderThread:249628 [sender.py:_start_run_threads():1067] run started: e29c4qie with start time 1678067706.643261
2023-03-05 17:55:06,921 DEBUG   SenderThread:249628 [sender.py:send_request():363] send_request: summary_record
2023-03-05 17:55:06,922 INFO    SenderThread:249628 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-03-05 17:55:06,926 DEBUG   HandlerThread:249628 [handler.py:handle_request():144] handle_request: check_version
2023-03-05 17:55:06,926 DEBUG   SenderThread:249628 [sender.py:send_request():363] send_request: check_version
2023-03-05 17:55:06,987 DEBUG   HandlerThread:249628 [handler.py:handle_request():144] handle_request: run_start
2023-03-05 17:55:06,988 DEBUG   HandlerThread:249628 [system_info.py:__init__():31] System info init
2023-03-05 17:55:06,988 DEBUG   HandlerThread:249628 [system_info.py:__init__():46] System info init done
2023-03-05 17:55:06,988 INFO    HandlerThread:249628 [system_monitor.py:start():151] Starting system monitor
2023-03-05 17:55:06,988 INFO    SystemMonitor:249628 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-05 17:55:06,989 INFO    HandlerThread:249628 [system_monitor.py:probe():172] Collecting system info
2023-03-05 17:55:06,989 INFO    SystemMonitor:249628 [interfaces.py:start():168] Started cpu
2023-03-05 17:55:06,990 INFO    SystemMonitor:249628 [interfaces.py:start():168] Started disk
2023-03-05 17:55:06,990 INFO    SystemMonitor:249628 [interfaces.py:start():168] Started memory
2023-03-05 17:55:06,992 INFO    SystemMonitor:249628 [interfaces.py:start():168] Started network
2023-03-05 17:55:07,002 DEBUG   HandlerThread:249628 [system_info.py:probe():195] Probing system
