2023-03-05 17:07:46,591 INFO    StreamThr :243530 [internal.py:wandb_internal():87] W&B internal server running at pid: 243530, started at: 2023-03-05 17:07:46.590733
2023-03-05 17:07:46,592 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: status
2023-03-05 17:07:46,595 INFO    WriterThread:243530 [datastore.py:open_for_write():85] open: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/run-0a70hkuy.wandb
2023-03-05 17:07:46,597 DEBUG   SenderThread:243530 [sender.py:send():336] send: header
2023-03-05 17:07:46,600 DEBUG   SenderThread:243530 [sender.py:send():336] send: run
2023-03-05 17:07:46,847 INFO    SenderThread:243530 [dir_watcher.py:__init__():216] watching files in: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files
2023-03-05 17:07:46,848 INFO    SenderThread:243530 [sender.py:_start_run_threads():1067] run started: 0a70hkuy with start time 1678064866.591229
2023-03-05 17:07:46,848 DEBUG   SenderThread:243530 [sender.py:send_request():363] send_request: summary_record
2023-03-05 17:07:46,848 INFO    SenderThread:243530 [sender.py:_save_file():1321] saving file wandb-summary.json with policy end
2023-03-05 17:07:46,850 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: check_version
2023-03-05 17:07:46,850 DEBUG   SenderThread:243530 [sender.py:send_request():363] send_request: check_version
2023-03-05 17:07:46,917 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: run_start
2023-03-05 17:07:46,918 DEBUG   HandlerThread:243530 [system_info.py:__init__():31] System info init
2023-03-05 17:07:46,918 DEBUG   HandlerThread:243530 [system_info.py:__init__():46] System info init done
2023-03-05 17:07:46,918 INFO    HandlerThread:243530 [system_monitor.py:start():151] Starting system monitor
2023-03-05 17:07:46,918 INFO    SystemMonitor:243530 [system_monitor.py:_start():116] Starting system asset monitoring threads
2023-03-05 17:07:46,919 INFO    HandlerThread:243530 [system_monitor.py:probe():172] Collecting system info
2023-03-05 17:07:46,919 INFO    SystemMonitor:243530 [interfaces.py:start():168] Started cpu
2023-03-05 17:07:46,920 INFO    SystemMonitor:243530 [interfaces.py:start():168] Started disk
2023-03-05 17:07:46,920 INFO    SystemMonitor:243530 [interfaces.py:start():168] Started memory
2023-03-05 17:07:46,921 INFO    SystemMonitor:243530 [interfaces.py:start():168] Started network
2023-03-05 17:07:46,926 DEBUG   HandlerThread:243530 [system_info.py:probe():195] Probing system
2023-03-05 17:07:46,928 DEBUG   HandlerThread:243530 [system_info.py:_probe_git():180] Probing git
2023-03-05 17:07:46,934 DEBUG   HandlerThread:243530 [system_info.py:_probe_git():188] Probing git done
2023-03-05 17:07:46,934 DEBUG   HandlerThread:243530 [system_info.py:probe():241] Probing system done
2023-03-05 17:07:46,934 DEBUG   HandlerThread:243530 [system_monitor.py:probe():181] {'os': 'Linux-5.19.0-76051900-generic-x86_64-with-glibc2.35', 'python': '3.10.9', 'heartbeatAt': '2023-03-06T01:07:46.926740', 'startedAt': '2023-03-06T01:07:46.579767', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/daviddu/Documents/EC_C147/MBTIPredictor/train_bert_mlm.py', 'codePath': 'train_bert_mlm.py', 'git': {'remote': 'https://github.com/daduuu/MBTIPredictor.git', 'commit': '373da72c294d2877cf8e35c7271dadd7ee8b0b31'}, 'email': 'daviddu0425@gmail.com', 'root': '/home/daviddu/Documents/EC_C147/MBTIPredictor', 'host': 'pop-os', 'username': 'daviddu', 'executable': '/home/daviddu/miniconda3/bin/python', 'cpu_count': 10, 'cpu_count_logical': 12, 'cpu_freq': {'current': 1.5550000000000004, 'min': 400.0, 'max': 1491.6666666666667}, 'cpu_freq_per_core': [{'current': 1.642, 'min': 400.0, 'max': 1700.0}, {'current': 1.318, 'min': 400.0, 'max': 2200.0}, {'current': 1.7, 'min': 400.0, 'max': 2200.0}, {'current': 1.7, 'min': 400.0, 'max': 2200.0}, {'current': 1.183, 'min': 400.0, 'max': 1200.0}, {'current': 2.6, 'min': 400.0, 'max': 1200.0}, {'current': 1.073, 'min': 400.0, 'max': 1200.0}, {'current': 0.925, 'min': 400.0, 'max': 1200.0}, {'current': 0.422, 'min': 400.0, 'max': 1200.0}, {'current': 0.897, 'min': 400.0, 'max': 1200.0}, {'current': 2.6, 'min': 400.0, 'max': 1200.0}, {'current': 2.6, 'min': 400.0, 'max': 1200.0}], 'disk': {'total': 907.4312782287598, 'used': 45.77775955200195}, 'memory': {'total': 39.028961181640625}}
2023-03-05 17:07:46,934 INFO    HandlerThread:243530 [system_monitor.py:probe():182] Finished collecting system info
2023-03-05 17:07:46,934 INFO    HandlerThread:243530 [system_monitor.py:probe():185] Publishing system info
2023-03-05 17:07:46,934 DEBUG   HandlerThread:243530 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-03-05 17:07:46,935 DEBUG   HandlerThread:243530 [system_info.py:_save_pip():67] Saving pip packages done
2023-03-05 17:07:46,935 DEBUG   HandlerThread:243530 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-03-05 17:07:47,850 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/requirements.txt
2023-03-05 17:07:47,851 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/wandb-summary.json
2023-03-05 17:07:47,851 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/conda-environment.yaml
2023-03-05 17:07:52,292 DEBUG   HandlerThread:243530 [system_info.py:_save_conda():86] Saving conda packages done
2023-03-05 17:07:52,293 INFO    HandlerThread:243530 [system_monitor.py:probe():187] Finished publishing system info
2023-03-05 17:07:52,296 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: status_report
2023-03-05 17:07:52,297 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: keepalive
2023-03-05 17:07:52,297 DEBUG   SenderThread:243530 [sender.py:send():336] send: files
2023-03-05 17:07:52,298 INFO    SenderThread:243530 [sender.py:_save_file():1321] saving file wandb-metadata.json with policy now
2023-03-05 17:07:52,304 DEBUG   SenderThread:243530 [sender.py:send():336] send: telemetry
2023-03-05 17:07:52,305 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: stop_status
2023-03-05 17:07:52,306 DEBUG   SenderThread:243530 [sender.py:send_request():363] send_request: stop_status
2023-03-05 17:07:52,727 INFO    wandb-upload_0:243530 [upload_job.py:push():138] Uploaded file /tmp/tmp2jgijhvywandb/r5p5vxoq-wandb-metadata.json
2023-03-05 17:07:52,850 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/conda-environment.yaml
2023-03-05 17:07:52,850 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/wandb-metadata.json
2023-03-05 17:07:53,851 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_created():275] file/dir created: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:07:55,852 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:07:57,855 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: status_report
2023-03-05 17:07:57,856 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:07:59,858 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:08:01,859 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:08:02,952 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: status_report
2023-03-05 17:08:03,860 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:08:05,861 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:08:07,303 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: keepalive
2023-03-05 17:08:07,303 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: keepalive
2023-03-05 17:08:07,862 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:08:08,299 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: status_report
2023-03-05 17:08:09,864 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:08:11,865 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/output.log
2023-03-05 17:08:12,326 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: keepalive
2023-03-05 17:08:14,160 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: status_report
2023-03-05 17:08:17,327 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: keepalive
2023-03-05 17:08:19,166 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: status_report
2023-03-05 17:08:19,868 INFO    Thread-13 :243530 [dir_watcher.py:_on_file_modified():292] file/dir modified: /home/daviddu/Documents/EC_C147/MBTIPredictor/wandb/run-20230305_170746-0a70hkuy/files/config.yaml
2023-03-05 17:08:22,328 DEBUG   HandlerThread:243530 [handler.py:handle_request():144] handle_request: keepalive
